,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure
565,32575,Associate,Hyderabad,54:17.5,M,2017,4,5,3,0,Hyderabad,0,1,0,0,Analyst,1
566,32612,Programmer,Kolkata,54:48.4,M,2017,3,5,1,1,,0,1,0,1,,1
567,32623,Manager,Bangalore,55:03.4,F,2017,4,4,2,1,,0,0,0,1,,2
568,32728,Programmer,Hyderabad,54:34.1,M,2017,2,3,4,0,Bangalore,1,0,0,1,,3
569,32742,Manager,Noida,54:50.0,M,2017,3,4,4,1,,1,0,0,1,,1
570,32752,Programmer Trainee,Bangalore,54:50.3,M,2017,3,4,4,0,Chennai,0,0,0,1,,2
571,32865,Associate,Hyderabad,54:49.5,F,2017,1,3,3,0,Pune,1,0,0,1,,4
572,32891,Associate,Chennai,54:47.6,M,2017,3,2,5,1,,0,0,0,1,,1
573,32902,Associate,Hyderabad,55:01.9,M,2017,3,4,5,1,,0,0,0,1,,1
574,32907,Manager,Bangalore,54:48.8,M,2017,3,5,2,1,,0,1,0,1,,4
575,32936,Senior Manager,Pune,54:33.8,M,2017,3,2,4,1,,0,0,0,1,,1
576,33115,Senior Manager,Pune,55:02.3,M,2017,4,3,3,0,Chennai,0,0,0,0,Consultant,1
577,33168,Associate,Hyderabad,54:33.7,F,2017,3,4,2,1,,0,0,0,1,,2
578,33179,Senior Manager,Chennai,30:26.4,M,2017,5,3,3,0,Bangalore,1,0,0,0,Consultant,4
579,33283,Associate,Bangalore,53:38.5,F,2017,2,3,5,1,,1,0,0,1,,4
580,33337,Associate,Pune,54:48.5,M,2017,3,4,4,1,,0,0,0,1,,2
581,33417,Senior Manager,Chennai,55:03.8,M,2017,4,3,3,0,Chennai,0,0,0,0,Consultant,1
582,33486,Programmer Trainee,Hyderabad,54:48.6,M,2017,3,4,4,1,,1,0,0,1,,2
583,33489,Programmer,Kolkata,55:03.8,M,2017,2,4,2,1,,1,0,0,1,,2
584,33495,Associate,Chennai,54:33.5,M,2017,2,4,2,1,,1,0,0,1,,4
585,33509,Manager,Bangalore,55:02.8,F,2017,4,5,5,1,,0,1,0,1,,1
586,33695,Senior Manager,Noida,54:49.1,M,2017,3,4,4,1,,0,0,0,1,,1
587,33886,Programmer Trainee,Bangalore,54:49.3,F,2017,4,3,4,1,,1,0,0,1,,4
588,34119,Associate,Hyderabad,54:49.3,M,2017,3,3,4,1,,1,0,0,1,,1
589,34162,Associate,Bangalore,54:33.3,F,2017,2,3,3,0,Chennai,1,0,0,1,,1
590,34333,Manager,Bangalore,55:04.0,M,2017,3,4,1,1,,1,0,0,1,,3
591,34491,Programmer Trainee,Hyderabad,54:33.3,M,2017,3,5,2,1,,0,1,0,1,,1
592,34638,Manager,Chennai,30:26.4,M,2017,4,3,3,0,Bangalore,0,0,0,0,Architect,2
593,34665,Associate,Hyderabad,54:33.9,F,2017,3,3,4,1,,1,0,0,1,,3
594,34767,Manager,Bangalore,55:01.7,M,2017,3,4,3,1,,0,0,0,1,,2
595,34769,Associate,Hyderabad,55:02.0,M,2017,2,4,4,0,Pune,1,0,0,1,,2
596,34771,Senior Manager,Chennai,54:50.2,M,2017,3,3,3,0,Noida,0,0,0,1,,2
597,34918,Programmer,Bangalore,55:02.6,F,2017,3,4,4,1,,0,0,0,1,,1
598,34944,Programmer Trainee,Kolkata,54:33.5,F,2017,1,3,3,0,Hyderabad,1,0,0,1,,3
599,35030,Senior Associate,Chennai,54:49.7,F,2017,3,4,5,1,,0,0,0,1,,2
600,35110,Senior Associate,Chennai,55:04.1,M,2017,3,4,5,1,,1,0,0,1,,4
601,35234,Associate,Hyderabad,55:03.2,M,2017,4,4,4,1,,0,0,0,1,,1
602,35378,Senior Associate,Noida,54:33.5,M,2017,3,3,5,1,,0,0,0,1,,4
603,35409,Programmer,Hyderabad,54:18.1,M,2017,1,1,5,1,,1,0,0,1,,2
604,35437,Associate,Noida,55:02.6,F,2017,4,4,2,1,,0,0,0,1,,1
605,35494,Associate,Chennai,53:38.2,F,2017,3,4,4,1,,0,0,0,1,,2
606,35563,Associate,Noida,55:01.6,M,2017,4,4,3,1,,0,0,0,1,,3
607,35691,Senior Associate,Pune,54:49.6,M,2017,3,4,3,1,,1,0,0,1,,1
608,35720,Senior Associate,Chennai,53:38.2,F,2017,2,3,1,0,Chennai,1,0,0,1,,3
609,35727,Associate,Chennai,53:38.9,M,2017,3,5,5,1,,1,1,0,1,,1
610,36015,Programmer,Chennai,54:17.7,M,2017,2,4,5,1,,1,0,0,1,,2
611,36160,Programmer,Hyderabad,55:02.1,F,2017,2,5,2,1,,1,1,0,1,,2
612,36441,Associate,Pune,54:50.2,M,2017,3,4,2,1,,0,0,0,1,,1
613,36475,Associate,Bangalore,54:50.3,M,2017,3,3,4,1,,1,0,0,1,,1
614,36510,Programmer Trainee,Bangalore,55:02.5,M,2017,1,1,4,0,Bangalore,1,0,0,1,,2
615,36528,Associate,Bangalore,54:50.2,M,2017,3,4,4,1,,0,0,0,1,,3
616,36611,Associate,Hyderabad,55:01.8,F,2017,4,4,4,0,Chennai,0,0,0,0,Analyst,3
617,36634,Programmer Trainee,Bangalore,54:50.4,F,2017,3,4,5,1,,1,0,0,1,,4
618,36641,Associate,Pune,54:47.6,M,2017,4,5,2,1,,1,1,0,1,,2
619,36708,Manager,Hyderabad,55:02.9,F,2017,3,3,2,0,Chennai,0,0,0,1,,2
620,36765,Senior Associate,Chennai,54:49.7,M,2017,3,5,3,1,,0,1,0,1,,2
621,36854,Associate,Chennai,55:01.9,M,2017,3,3,2,0,Hyderabad,0,0,0,1,,3
622,36937,Programmer Trainee,Bangalore,55:01.8,F,2017,2,4,4,1,,1,0,0,1,,3
623,36963,Associate,Hyderabad,55:04.2,M,2017,3,5,4,0,Hyderabad,0,1,0,1,,1
624,37213,Programmer Trainee,Bangalore,54:33.4,M,2017,3,4,4,1,,0,0,0,1,,3
625,37364,Associate,Kolkata,54:34.2,F,2017,2,5,2,1,,1,1,0,1,,3
626,37437,Senior Associate,Noida,55:02.5,F,2017,3,4,4,0,Bangalore,0,0,0,1,,1
627,37489,Programmer Trainee,Pune,54:48.7,M,2017,2,5,3,1,,1,1,0,1,,4
628,37543,Programmer Trainee,Chennai,53:38.4,F,2017,4,5,2,1,,1,1,0,1,,3
629,37550,Programmer Trainee,Chennai,54:33.3,M,2017,1,4,5,0,Kolkata,1,0,0,1,,1
630,37622,Manager,Kolkata,54:47.9,F,2017,4,4,2,1,,1,0,0,1,,3
631,37707,Programmer Trainee,Bangalore,54:17.4,F,2017,2,3,3,0,Kolkata,1,0,0,1,,1
632,37727,Senior Associate,Kolkata,55:02.7,M,2017,2,4,1,1,,1,0,0,1,,2
633,37779,Associate,Pune,54:17.6,F,2017,3,2,4,1,,0,0,0,1,,1
634,37979,Senior Associate,Pune,54:17.6,M,2017,2,2,4,1,,1,0,0,1,,2
635,38040,Senior Manager,Chennai,54:18.0,F,2017,3,4,4,1,,1,0,0,1,,2
636,38119,Programmer Trainee,Hyderabad,54:33.6,M,2017,3,4,1,0,Pune,0,0,0,1,,1
637,38253,Senior Manager,Pune,54:16.8,M,2017,3,1,4,1,,1,0,0,1,,1
638,38264,Senior Manager,Hyderabad,54:48.4,F,2017,3,3,4,1,,0,0,0,1,,1
639,38297,Associate,Bangalore,55:01.9,M,2017,3,1,4,1,,0,0,0,1,,2
640,38300,Programmer Trainee,Chennai,55:03.8,F,2017,2,3,5,1,,1,0,0,1,,1
641,38354,Associate,Hyderabad,54:33.9,M,2017,3,5,4,1,,1,1,0,1,,2
642,38449,Associate,Hyderabad,54:17.2,M,2017,3,5,5,1,,0,1,0,1,,2
643,38538,Associate,Chennai,55:01.6,F,2017,1,4,3,1,,1,0,0,1,,1
644,38549,Programmer Trainee,Chennai,53:39.1,M,2017,1,4,4,1,,1,0,0,1,,3
645,38551,Programmer,Bangalore,53:37.8,M,2017,2,1,4,1,,1,0,0,1,,4
646,38555,Manager,Pune,55:04.0,M,2017,3,4,4,1,,0,0,0,1,,1
647,38588,Senior Associate,Chennai,55:03.0,M,2017,3,4,2,1,,1,0,0,1,,4
648,38608,Senior Manager,Hyderabad,54:50.4,M,2017,3,3,4,1,,0,0,0,1,,2
649,38630,Manager,Bangalore,55:03.1,M,2017,3,4,4,1,,1,0,0,1,,4
650,38650,Associate,Hyderabad,55:03.8,M,2017,3,4,5,0,Hyderabad,0,0,0,1,,3
651,38685,Senior Manager,Chennai,54:33.3,F,2017,3,2,4,1,,0,0,0,1,,2
652,38696,Associate,Pune,54:48.6,F,2017,4,4,1,1,,0,0,0,1,,2
653,38716,Programmer,Pune,55:03.2,M,2017,3,4,5,1,,0,0,0,1,,4
654,38738,Associate,Bangalore,54:17.4,F,2017,1,3,2,0,Pune,1,0,0,1,,1
655,38888,Senior Associate,Pune,54:47.9,M,2017,2,3,2,0,Hyderabad,0,0,0,1,,1
656,38933,Senior Manager,Chennai,55:02.9,M,2017,4,4,2,1,,0,0,0,1,,1
657,38972,Associate,Chennai,54:49.0,M,2017,3,4,2,0,Hyderabad,0,0,0,1,,2
658,39046,Associate,Hyderabad,54:18.3,F,2017,2,5,4,0,Pune,0,1,0,1,,4
659,39089,Manager,Chennai,55:03.8,M,2017,3,4,1,1,,1,0,0,1,,3
660,39263,Associate,Hyderabad,54:17.4,F,2017,3,5,5,1,,0,1,0,1,,2
661,39302,Senior Manager,Noida,27:48.2,M,2017,1,2,3,0,Bangalore,1,0,0,1,,3
662,39398,Associate,Hyderabad,55:01.7,M,2017,3,4,4,1,,0,0,0,1,,4
663,39457,Programmer Trainee,Hyderabad,54:50.5,M,2017,3,1,4,1,,0,0,0,1,,3
664,39458,Senior Associate,Kolkata,55:03.1,M,2017,3,4,4,1,,0,0,0,1,,3
665,39552,Associate,Hyderabad,54:48.7,M,2017,2,1,4,1,,0,0,0,1,,3
666,39581,Associate,Pune,53:38.9,M,2017,4,3,5,1,,0,0,0,1,,4
667,39686,Associate,Noida,55:02.7,M,2017,2,4,4,1,,0,0,0,1,,4
668,39726,Programmer,Chennai,55:03.0,F,2017,3,5,3,1,,1,1,0,1,,4
669,39730,Manager,Kolkata,55:01.6,M,2017,3,3,4,1,,0,0,0,1,,3
670,39774,Programmer Trainee,Pune,55:01.6,M,2017,4,5,4,1,,0,1,0,1,,3
671,39860,Senior Associate,Chennai,54:48.4,M,2017,2,5,2,0,Hyderabad,0,1,0,1,,2
672,39871,Associate,Bangalore,53:38.8,M,2017,3,2,4,1,,0,0,0,1,,1
673,39978,Senior Associate,Hyderabad,53:38.9,M,2017,2,4,4,1,,0,0,0,1,,3
674,40055,Senior Associate,Kolkata,54:48.0,M,2017,1,5,4,1,,1,1,0,1,,3
675,40071,Associate,Hyderabad,54:17.4,M,2017,3,4,5,1,,0,0,0,1,,3
676,40088,Associate,Kolkata,54:47.3,M,2017,3,4,1,1,,0,0,0,1,,1
677,40246,Associate,Pune,54:48.4,M,2017,4,4,1,1,,0,0,0,1,,1
678,40289,Programmer,Noida,54:47.4,M,2017,1,3,3,0,Chennai,1,0,0,1,,2
679,40299,Senior Manager,Pune,54:48.7,M,2017,3,1,3,0,Chennai,0,0,0,1,,3
680,40312,Associate,Noida,55:04.1,M,2017,1,4,5,1,,1,0,0,1,,4
681,40401,Associate,Pune,53:38.5,F,2017,3,4,4,1,,0,0,0,1,,4
682,40512,Programmer,Hyderabad,55:01.9,M,2017,4,4,4,0,Chennai,0,0,0,0,Analyst,2
683,40552,Associate,Chennai,54:16.7,F,2017,4,4,5,1,,0,0,0,1,,1
684,40690,Associate,Pune,54:50.0,M,2017,4,2,4,0,Bangalore,0,0,0,0,Analyst,3
685,40707,Manager,Kolkata,54:17.0,M,2017,4,4,2,1,,0,0,0,1,,3
686,40714,Associate,Noida,53:37.9,F,2017,3,3,4,1,,0,0,0,1,,3
687,40731,Senior Associate,Hyderabad,25:53.1,F,2017,4,3,3,0,Hyderabad,0,0,0,0,Architect,2
688,40961,Senior Associate,Hyderabad,54:50.3,M,2017,3,4,2,1,,0,0,0,1,,2
689,40975,Senior Associate,Kolkata,55:03.7,F,2017,3,4,4,1,,0,0,0,1,,2
690,41027,Senior Associate,Hyderabad,55:03.2,F,2017,1,5,3,1,,1,1,0,1,,3
691,41059,Associate,Hyderabad,54:33.3,M,2017,3,4,4,1,,1,0,0,1,,3
692,41165,Senior Associate,Kolkata,54:33.8,M,2017,3,4,4,1,,0,0,0,1,,3
693,41293,Associate,Hyderabad,54:17.1,M,2017,4,3,3,0,Hyderabad,0,0,0,0,Developer,1
694,41361,Senior Manager,Pune,54:17.1,M,2017,4,4,4,1,,0,0,0,1,,1
695,41414,Senior Associate,Chennai,54:50.2,M,2017,2,3,5,1,,0,0,0,1,,1
696,41785,Senior Associate,Pune,54:48.7,F,2017,4,5,4,1,,0,1,0,1,,2
697,41856,Programmer Trainee,Pune,53:38.7,F,2017,3,4,5,1,,0,0,0,1,,2
698,41894,Programmer Trainee,Chennai,55:04.2,M,2017,2,5,5,1,,0,1,0,1,,2
699,41960,Associate,Pune,54:47.8,F,2017,3,4,4,1,,0,0,0,1,,3
700,41968,Associate,Kolkata,53:38.2,M,2017,3,3,5,0,Hyderabad,0,0,0,1,,1
701,41975,Senior Associate,Kolkata,53:37.8,M,2017,1,5,4,1,,1,1,0,1,,2
702,42195,Associate,Bangalore,54:17.8,F,2017,4,4,4,1,,1,0,0,1,,1
703,42221,Associate,Chennai,53:38.0,F,2017,1,4,1,1,,1,0,0,1,,2
704,42224,Senior Associate,Hyderabad,54:49.5,F,2017,3,4,4,1,,1,0,0,1,,4
705,42295,Manager,Noida,54:16.9,M,2017,4,3,5,1,,0,0,0,1,,1
706,42369,Senior Associate,Hyderabad,54:17.3,F,2017,4,4,4,1,,0,0,0,1,,3
707,42390,Associate,Hyderabad,53:39.3,M,2017,4,4,2,0,Hyderabad,0,0,0,0,Analyst,4
708,42471,Associate,Bangalore,54:48.4,F,2017,3,4,5,1,,0,0,0,1,,4
709,42479,Associate,Chennai,55:02.4,M,2017,1,5,2,1,,1,1,0,1,,4
710,42541,Associate,Hyderabad,54:50.4,M,2017,4,3,3,0,Hyderabad,0,0,0,0,Analyst,3
711,42582,Senior Associate,Hyderabad,55:02.5,M,2017,4,3,5,0,Pune,0,0,0,0,Manager,3
712,42584,Senior Associate,Hyderabad,55:03.1,M,2017,4,3,4,1,,0,0,0,1,,2
713,42599,Senior Associate,Hyderabad,54:33.7,M,2017,4,4,2,1,,0,0,0,1,,3
714,42629,Senior Associate,Noida,54:47.7,M,2017,1,4,2,1,,1,0,0,1,,2
715,42631,Manager,Pune,54:18.0,M,2017,4,5,4,1,,1,1,0,1,,3
716,42661,Senior Manager,Pune,54:50.5,M,2017,4,4,4,1,,0,0,0,1,,3
717,42662,Senior Associate,Bangalore,55:02.8,M,2017,4,4,5,1,,0,0,0,1,,1
718,42752,Programmer,Pune,54:17.8,M,2017,3,4,4,1,,0,0,0,1,,2
719,42755,Programmer,Bangalore,55:03.7,M,2017,4,4,5,1,,0,0,0,1,,3
720,42802,Manager,Hyderabad,54:48.8,M,2017,4,5,2,1,,0,1,0,1,,3
721,42813,Programmer,Pune,54:33.3,M,2017,2,4,5,1,,0,0,0,1,,2
722,42906,Senior Associate,Hyderabad,54:34.0,M,2017,3,4,4,1,,0,0,0,1,,1
723,42952,Programmer Trainee,Chennai,54:16.8,M,2017,2,3,5,1,,0,0,0,1,,2
724,42957,Senior Manager,Bangalore,55:02.3,M,2017,4,4,2,1,,0,0,0,1,,3
725,43207,Senior Associate,Hyderabad,54:49.7,M,2017,1,3,4,1,,1,0,0,1,,1
726,43233,Programmer Trainee,Chennai,54:49.5,F,2017,3,4,4,1,,0,0,0,1,,2
727,43383,Programmer,Hyderabad,54:33.7,M,2017,1,3,2,0,Chennai,1,0,0,1,,1
728,43484,Senior Associate,Hyderabad,54:16.9,F,2017,2,4,4,1,,0,0,0,1,,4
729,43490,Associate,Bangalore,53:38.4,M,2017,4,1,4,1,,0,0,0,1,,4
730,43532,Manager,Kolkata,54:49.1,F,2017,3,5,4,1,,1,1,0,1,,2
731,43590,Senior Associate,Hyderabad,54:34.0,M,2017,3,4,1,1,,0,0,0,1,,2
732,43596,Senior Associate,Kolkata,54:17.6,M,2017,3,3,5,1,,0,0,0,1,,4
733,43651,Programmer,Chennai,54:34.1,M,2017,4,4,4,1,,0,0,0,1,,2
734,43751,Manager,Hyderabad,54:17.7,F,2017,3,3,2,0,Chennai,0,0,0,1,,4
735,43764,Associate,Bangalore,54:34.0,M,2017,1,1,4,0,Pune,1,0,0,1,,3
736,43779,Programmer,Chennai,54:17.0,M,2017,3,5,1,0,Kolkata,0,1,0,1,,2
737,43783,Associate,Pune,54:34.1,M,2017,4,4,5,1,,0,0,0,1,,1
738,43900,Senior Manager,Kolkata,55:02.8,M,2017,4,4,5,1,,0,0,0,1,,1
739,43984,Senior Associate,Hyderabad,54:17.2,M,2017,4,3,1,0,Bangalore,0,0,0,0,Architect,4
740,44117,Senior Manager,Pune,53:39.0,M,2017,4,4,5,1,,0,0,0,1,,3
741,44145,Programmer,Pune,54:49.7,M,2017,3,4,4,1,,0,0,0,1,,3
742,44427,Programmer,Hyderabad,55:02.6,M,2017,3,3,5,1,,0,0,0,1,,3
743,44446,Senior Associate,Hyderabad,54:49.7,M,2017,3,5,4,1,,1,1,0,1,,1
744,44603,Senior Manager,Chennai,54:17.8,M,2017,3,4,3,1,,1,0,0,1,,2
745,44633,Associate,Bangalore,54:49.6,F,2017,4,4,4,0,Hyderabad,0,0,0,0,Analyst,3
746,44644,Programmer Trainee,Chennai,54:48.1,M,2017,1,4,3,1,,1,0,0,1,,3
747,44683,Programmer Trainee,Chennai,54:48.2,M,2017,4,5,4,0,Chennai,0,1,0,0,Analyst,4
748,44817,Associate,Hyderabad,55:02.7,F,2017,1,4,4,1,,1,0,0,1,,2
749,44989,Senior Associate,Pune,54:33.6,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,3
750,45000,Manager,Chennai,54:33.6,M,2017,4,5,4,1,,0,1,0,1,,1
751,45018,Senior Associate,Kolkata,54:33.6,M,2017,4,4,4,1,,0,0,0,1,,1
752,45057,Associate,Chennai,55:04.1,F,2017,4,4,4,1,,0,0,0,1,,2
753,45088,Programmer,Hyderabad,55:02.7,F,2017,2,4,4,0,Chennai,0,0,0,1,,1
754,45118,Associate,Hyderabad,53:37.8,M,2017,4,3,1,0,Chennai,0,0,0,0,Developer,4
755,45125,Senior Manager,Hyderabad,54:49.3,F,2017,3,4,3,1,,0,0,0,1,,1
756,45226,Senior Associate,Bangalore,54:48.2,F,2017,3,1,4,1,,0,0,0,1,,4
757,45250,Programmer,Hyderabad,55:01.9,F,2017,3,2,4,1,,0,0,0,1,,2
758,45268,Associate,Noida,54:17.6,M,2017,3,4,4,1,,0,0,0,1,,2
759,45346,Programmer,Bangalore,54:33.6,M,2017,4,4,1,1,,0,0,0,1,,2
760,45393,Associate,Chennai,55:03.6,M,2017,2,4,4,1,,0,0,0,1,,1
761,45563,Programmer,Chennai,55:03.9,F,2017,3,4,2,1,,0,0,0,1,,2
762,45564,Associate,Pune,53:38.6,M,2017,3,3,2,0,Bangalore,0,0,0,1,,1
763,45653,Associate,Bangalore,54:17.7,M,2017,3,3,2,0,Noida,0,0,0,1,,4
764,45844,Associate,Bangalore,55:01.8,F,2017,2,5,4,1,,0,1,0,1,,2
765,45872,Programmer,Pune,54:17.0,F,2017,4,4,2,1,,0,0,0,1,,2
766,45877,Programmer Trainee,Bangalore,54:48.0,M,2017,4,2,5,1,,0,0,0,1,,1
767,45937,Associate,Chennai,54:49.0,M,2017,3,4,3,1,,0,0,0,1,,3
768,46009,Senior Associate,Hyderabad,54:33.9,F,2017,3,4,4,1,,0,0,0,1,,3
769,46132,Senior Associate,Bangalore,55:02.2,F,2017,3,3,4,1,,0,0,0,1,,3
770,46274,Programmer Trainee,Chennai,54:34.0,M,2017,1,1,2,0,Hyderabad,1,0,0,1,,1
771,46333,Manager,Bangalore,54:16.9,M,2017,3,3,3,0,Chennai,0,0,0,1,,2
772,46357,Senior Associate,Bangalore,54:34.1,M,2017,3,4,4,1,,1,0,0,1,,4
773,46462,Programmer,Pune,54:34.2,M,2017,1,1,3,0,Bangalore,1,0,0,1,,4
774,46593,Associate,Hyderabad,53:38.4,M,2017,2,1,1,0,Noida,0,0,0,1,,3
775,46615,Associate,Bangalore,55:02.3,F,2017,3,4,4,1,,0,0,0,1,,2
776,46668,Senior Associate,Hyderabad,55:02.4,F,2017,3,2,1,0,Bangalore,0,0,0,1,,2
777,46753,Associate,Chennai,53:37.9,M,2017,4,4,4,1,,0,0,0,1,,4
778,46885,Programmer,Hyderabad,55:02.9,M,2017,3,4,5,0,Hyderabad,0,0,0,1,,4
779,46897,Programmer Trainee,Bangalore,54:17.4,M,2017,3,4,1,1,,0,0,0,1,,4
780,46901,Associate,Chennai,53:38.1,M,2017,1,4,3,1,,1,0,0,1,,1
781,47051,Manager,Chennai,54:16.7,F,2017,3,4,5,1,,0,0,0,1,,2
782,47199,Associate,Hyderabad,53:39.1,F,2017,3,5,5,1,,0,1,0,1,,4
783,47326,Senior Manager,Chennai,55:02.5,F,2017,3,3,5,1,,0,0,0,1,,4
784,47369,Senior Associate,Chennai,55:01.6,F,2017,4,3,4,1,,0,0,0,1,,1
785,47408,Senior Associate,Hyderabad,55:03.4,M,2017,4,2,4,1,,0,0,0,1,,2
786,47513,Associate,Chennai,55:02.7,F,2017,1,2,2,0,Chennai,1,0,0,1,,4
787,47644,Associate,Pune,54:48.1,F,2017,1,4,5,0,Chennai,1,0,0,1,,2
788,47720,Programmer,Hyderabad,54:50.4,M,2017,3,4,2,0,Noida,0,0,0,1,,1
789,47754,Programmer,Hyderabad,54:33.4,M,2017,3,5,3,1,,1,1,0,1,,1
790,47799,Programmer Trainee,Pune,54:48.4,F,2017,3,3,1,0,Pune,0,0,0,1,,4
791,47885,Senior Associate,Chennai,54:17.3,F,2017,3,5,3,0,Hyderabad,0,1,0,1,,3
792,47908,Senior Associate,Bangalore,27:48.2,M,2017,1,3,3,0,Pune,1,0,0,1,,1
793,47970,Senior Associate,Kolkata,54:34.1,M,2017,3,5,3,0,Hyderabad,0,1,0,1,,3
794,48043,Associate,Bangalore,55:01.9,M,2017,1,4,3,0,Bangalore,1,0,0,1,,3
795,48072,Associate,Pune,55:04.5,F,2017,3,1,2,0,Hyderabad,0,0,0,1,,3
796,48087,Programmer,Pune,55:03.6,F,2017,4,4,2,0,Bangalore,0,0,0,0,Analyst,2
797,48138,Senior Associate,Hyderabad,54:48.4,F,2017,4,4,2,1,,1,0,0,1,,1
798,48181,Senior Manager,Bangalore,54:50.4,M,2017,4,5,2,1,,0,1,0,1,,3
799,48202,Senior Associate,Bangalore,55:01.7,F,2017,2,4,5,1,,1,0,0,1,,1
800,48246,Programmer,Chennai,54:17.0,M,2017,3,2,2,0,Chennai,0,0,0,1,,4
801,48272,Programmer Trainee,Hyderabad,55:01.6,F,2017,3,3,4,1,,1,0,0,1,,2
802,48322,Programmer,Hyderabad,54:34.0,M,2017,3,3,4,1,,0,0,0,1,,1
803,48370,Manager,Hyderabad,55:01.7,M,2017,4,4,3,1,,1,0,0,1,,3
804,48439,Programmer Trainee,Pune,54:48.2,F,2017,4,4,3,0,Kolkata,0,0,0,0,Analyst,2
805,48479,Senior Manager,Hyderabad,55:01.7,M,2017,3,2,3,0,Pune,0,0,0,1,,4
806,48627,Programmer Trainee,Chennai,54:33.5,M,2017,4,3,5,0,Hyderabad,0,0,0,0,Analyst,1
807,48636,Senior Associate,Noida,55:02.0,M,2017,2,3,4,1,,0,0,0,1,,2
808,48661,Senior Manager,Chennai,54:49.7,M,2017,3,5,2,1,,0,1,0,1,,2
809,48767,Associate,Hyderabad,55:02.2,F,2017,3,4,2,1,,0,0,0,1,,4
810,48792,Programmer,Noida,55:01.6,F,2017,3,4,3,0,Chennai,0,0,0,1,,1
811,48954,Manager,Hyderabad,55:02.2,F,2017,3,5,3,1,,0,1,0,1,,4
812,48959,Associate,Kolkata,54:17.4,F,2017,2,4,4,0,Chennai,0,0,0,1,,2
813,49188,Associate,Noida,54:49.9,M,2017,1,4,3,1,,1,0,0,1,,2
814,49323,Senior Manager,Hyderabad,53:38.7,M,2017,3,4,4,1,,0,0,0,1,,4
815,49358,Senior Associate,Pune,55:03.0,M,2017,4,4,4,1,,0,0,0,1,,2
816,49467,Programmer Trainee,Kolkata,53:39.1,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,4
817,49469,Senior Associate,Hyderabad,54:49.6,F,2017,3,4,4,1,,0,0,0,1,,3
818,49566,Associate,Kolkata,55:02.6,F,2017,4,5,1,1,,0,1,0,1,,3
819,49582,Associate,Chennai,55:04.2,F,2017,3,4,5,1,,1,0,0,1,,2
820,49595,Programmer,Hyderabad,54:17.9,M,2017,2,4,5,0,Bangalore,0,0,0,1,,4
821,49670,Associate,Hyderabad,53:39.0,M,2017,3,4,4,1,,0,0,0,1,,3
822,49813,Manager,Kolkata,54:18.2,M,2017,4,3,1,0,Bangalore,0,0,0,0,Consultant,4
823,49818,Manager,Kolkata,54:48.7,F,2017,4,3,4,1,,1,0,0,1,,2
824,49882,Associate,Chennai,53:38.5,M,2017,3,4,4,1,,0,0,0,1,,4
825,49966,Associate,Chennai,54:50.2,M,2017,3,3,4,1,,0,0,0,1,,1
826,49971,Manager,Chennai,54:17.3,M,2017,4,4,2,1,,0,0,0,1,,1
827,49979,Manager,Hyderabad,54:50.3,M,2017,3,3,1,0,Bangalore,0,0,0,1,,4
828,50028,Senior Associate,Chennai,25:52.9,M,2017,1,3,5,0,Noida,1,0,0,1,,2
829,50233,Associate,Chennai,54:17.7,M,2017,3,5,1,1,,0,1,0,1,,1
830,50235,Associate,Hyderabad,55:03.2,F,2017,4,3,1,0,Kolkata,0,0,0,0,Developer,4
831,50282,Associate,Noida,54:33.7,M,2017,2,1,4,1,,0,0,0,1,,2
832,50305,Senior Associate,Bangalore,53:38.6,F,2017,4,5,1,1,,0,1,0,1,,1
833,50359,Associate,Chennai,53:38.4,M,2017,4,3,2,0,Noida,0,0,0,0,Analyst,2
834,50516,Programmer Trainee,Kolkata,54:17.6,F,2017,4,3,2,0,Hyderabad,0,0,0,0,Analyst,3
835,50590,Senior Manager,Kolkata,55:03.6,M,2017,3,4,5,1,,0,0,0,1,,4
836,50808,Senior Associate,Chennai,53:38.6,M,2017,3,3,4,1,,0,0,0,1,,3
837,50823,Senior Associate,Noida,53:37.9,M,2017,3,3,4,1,,0,0,0,1,,1
838,50832,Senior Associate,Chennai,53:37.9,F,2017,3,5,3,1,,0,1,0,1,,3
839,50877,Manager,Kolkata,53:37.9,M,2017,3,3,5,1,,0,0,0,1,,2
840,50911,Manager,Chennai,53:39.2,F,2017,3,4,4,1,,0,0,0,1,,2
841,50957,Senior Associate,Pune,54:48.8,M,2017,3,4,3,1,,0,0,0,1,,3
842,50982,Senior Manager,Pune,54:17.5,M,2017,4,4,5,1,,0,0,0,1,,3
843,51120,Senior Manager,Chennai,53:38.8,M,2017,4,2,4,1,,1,0,0,1,,1
844,51177,Senior Manager,Kolkata,54:48.4,M,2017,4,3,4,1,,0,0,0,1,,3
845,51194,Associate,Pune,54:33.6,M,2017,4,4,3,1,,1,0,0,1,,4
846,51309,Senior Associate,Pune,54:50.5,M,2017,3,1,3,0,Kolkata,0,0,0,1,,2
847,51331,Associate,Kolkata,55:02.4,M,2017,3,4,4,1,,0,0,0,1,,4
848,51390,Senior Associate,Hyderabad,55:01.7,M,2017,3,4,4,1,,0,0,0,1,,2
