,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure,Employer,Employee
473,31472,Programmer Trainee,Chennai,45:36.9,M,2016,1,1,3,0,Hyderabad,1,0,0,1,,2,Enhance,Sustain
474,31509,Programmer Trainee,Chennai,54:34.2,M,2016,1,4,1,1,,1,0,0,1,,3,Enhance,Enhance
475,31526,Senior Manager,Pune,54:17.9,F,2016,2,5,5,1,,1,1,0,1,,1,Enhance,Enhance
476,31604,Senior Associate,Pune,53:39.2,M,2016,3,4,4,1,,1,0,0,1,,1,Enhance,Enhance
477,31784,Programmer Trainee,Bangalore,54:49.4,M,2016,2,4,5,1,,1,0,0,1,,4,Enhance,Enhance
478,31840,Associate,Noida,54:33.6,M,2016,3,4,1,1,,1,0,0,1,,3,Enhance,Enhance
479,31876,Programmer Trainee,Pune,53:38.0,M,2016,1,4,4,1,,1,0,0,1,,2,Enhance,Enhance
480,31879,Manager,Bangalore,54:33.6,M,2016,3,5,4,1,,0,1,0,1,,2,Enhance,Enhance
481,31939,Associate,Kolkata,55:01.7,M,2016,3,3,5,1,,1,0,0,1,,2,Enhance,Enhance
482,32010,Associate,Chennai,55:03.3,F,2016,2,3,4,1,,1,0,0,1,,4,Enhance,Enhance
483,32056,Programmer Trainee,Hyderabad,55:02.8,M,2016,3,1,4,1,,1,0,0,1,,2,Enhance,Enhance
484,32066,Manager,Chennai,44:46.6,F,2016,1,3,3,0,Hyderabad,1,0,0,1,,3,Sustain,Sustain
485,32099,Senior Associate,Hyderabad,54:34.2,M,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
486,32245,Programmer Trainee,Chennai,55:01.8,M,2016,3,3,4,1,,1,0,0,1,,3,Enhance,Enhance
487,32328,Programmer Trainee,Bangalore,54:17.7,F,2016,1,4,4,1,,1,0,0,1,,2,Enhance,Enhance
488,32480,Programmer Trainee,Kolkata,54:47.6,F,2016,2,3,5,1,,1,0,0,1,,3,Enhance,Enhance
489,32508,Associate,Bangalore,54:48.7,F,2016,3,3,4,1,,0,0,0,1,,3,Enhance,Enhance
490,32514,Associate,Chennai,54:50.1,M,2016,2,5,3,1,,1,1,0,1,,1,Enhance,Enhance
491,32522,Senior Associate,Pune,53:38.0,F,2016,3,5,5,1,,0,1,0,1,,3,Enhance,Enhance
492,32612,Programmer,Kolkata,54:48.4,M,2016,3,5,1,1,,0,1,0,1,,1,Enhance,Enhance
493,32623,Manager,Bangalore,55:03.4,F,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
494,32742,Manager,Noida,54:50.0,M,2016,2,4,4,1,,1,0,0,1,,1,Enhance,Enhance
495,32860,Programmer,Chennai,45:01.6,M,2016,5,3,2,0,Chennai,1,0,0,0,Analyst,2,Sustain,Enhance
496,32891,Associate,Chennai,54:47.6,M,2016,3,2,5,1,,0,0,0,1,,1,Enhance,Enhance
497,32902,Associate,Hyderabad,55:01.9,M,2016,3,4,5,1,,0,0,0,1,,1,Enhance,Enhance
498,32907,Manager,Bangalore,54:48.8,M,2016,3,5,2,1,,0,1,0,1,,4,Enhance,Enhance
499,32936,Senior Manager,Pune,54:33.8,M,2016,3,2,4,1,,0,0,0,1,,1,Enhance,Enhance
500,33168,Associate,Hyderabad,54:33.7,F,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
501,33283,Associate,Bangalore,53:38.5,F,2016,3,3,5,1,,1,0,0,1,,4,Enhance,Enhance
502,33337,Associate,Pune,54:48.5,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
503,33383,Associate,Bangalore,45:36.9,M,2016,1,3,3,0,Kolkata,1,0,0,1,,2,Enhance,Sustain
504,33486,Programmer Trainee,Hyderabad,54:48.6,M,2016,2,4,4,1,,1,0,0,1,,2,Enhance,Enhance
505,33489,Programmer,Kolkata,55:03.8,M,2016,2,4,2,1,,1,0,0,1,,2,Enhance,Enhance
506,33495,Associate,Chennai,54:33.5,M,2016,3,4,2,1,,1,0,0,1,,4,Enhance,Enhance
507,33500,Manager,Chennai,45:01.6,F,2016,2,5,3,0,Bangalore,1,1,0,1,,2,Sustain,Enhance
508,33509,Manager,Bangalore,55:02.8,F,2016,3,5,5,1,,0,1,0,1,,1,Enhance,Enhance
509,33602,Associate,Chennai,45:22.9,M,2016,3,3,3,0,Kolkata,0,0,0,1,,4,Enhance,Sustain
510,33695,Senior Manager,Noida,54:49.1,M,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
511,33886,Programmer Trainee,Bangalore,54:49.3,F,2016,2,3,4,1,,1,0,0,1,,4,Enhance,Enhance
512,34119,Associate,Hyderabad,54:49.3,M,2016,2,3,4,1,,1,0,0,1,,1,Enhance,Enhance
513,34213,Senior Manager,Hyderabad,45:23.0,F,2016,2,4,3,0,Hyderabad,1,0,0,1,,1,Sustain,Enhance
514,34333,Manager,Bangalore,55:04.0,M,2016,2,4,1,1,,1,0,0,1,,3,Enhance,Enhance
515,34428,Manager,Pune,45:36.9,M,2016,2,3,1,0,Bangalore,1,0,0,1,,3,Sustain,Sustain
516,34491,Programmer Trainee,Hyderabad,54:33.3,M,2016,3,5,2,1,,0,1,0,1,,1,Enhance,Enhance
517,34665,Associate,Hyderabad,54:33.9,F,2016,2,3,4,1,,1,0,0,1,,3,Enhance,Enhance
518,34751,Programmer,Bangalore,44:49.4,F,2016,3,2,2,0,Bangalore,0,0,0,1,,4,Enhance,Sustain
519,34767,Manager,Bangalore,55:01.7,M,2016,3,4,3,1,,0,0,0,1,,2,Enhance,Enhance
520,34904,Senior Manager,Hyderabad,45:33.0,M,2016,5,3,1,0,Hyderabad,1,0,0,0,Consultant,3,Sustain,Enhance
521,34918,Programmer,Bangalore,55:02.6,F,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
522,35030,Senior Associate,Chennai,54:49.7,F,2016,3,4,5,1,,0,0,0,1,,2,Enhance,Enhance
523,35110,Senior Associate,Chennai,55:04.1,M,2016,2,4,5,1,,1,0,0,1,,4,Enhance,Enhance
524,35234,Associate,Hyderabad,55:03.2,M,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
525,35378,Senior Associate,Noida,54:33.5,M,2016,3,3,5,1,,0,0,0,1,,4,Enhance,Enhance
526,35409,Programmer,Hyderabad,54:18.1,M,2016,1,1,5,1,,1,0,0,1,,2,Enhance,Enhance
527,35437,Associate,Noida,55:02.6,F,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
528,35494,Associate,Chennai,53:38.2,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
529,35563,Associate,Noida,55:01.6,M,2016,3,4,3,1,,0,0,0,1,,3,Enhance,Enhance
530,35687,Programmer,Hyderabad,44:49.5,M,2016,5,1,4,0,Chennai,1,0,0,0,Analyst,1,Sustain,Enhance
531,35691,Senior Associate,Pune,54:49.6,M,2016,1,4,3,1,,1,0,0,1,,1,Enhance,Enhance
532,35727,Associate,Chennai,53:38.9,M,2016,1,5,5,1,,1,1,0,1,,1,Enhance,Enhance
533,36015,Programmer,Chennai,54:17.7,M,2016,3,4,5,1,,1,0,0,1,,2,Enhance,Enhance
534,36054,Manager,Hyderabad,45:36.7,M,2016,5,3,4,0,Bangalore,1,0,0,0,Architect,1,Sustain,Enhance
535,36160,Programmer,Hyderabad,55:02.1,F,2016,3,5,2,1,,1,1,0,1,,2,Enhance,Enhance
536,36391,Senior Manager,Chennai,44:49.4,M,2016,1,3,5,0,Kolkata,1,0,0,1,,3,Sustain,Enhance
537,36441,Associate,Pune,54:50.2,M,2016,3,4,2,1,,0,0,0,1,,1,Enhance,Enhance
538,36475,Associate,Bangalore,54:50.3,M,2016,2,3,4,1,,1,0,0,1,,1,Enhance,Enhance
539,36528,Associate,Bangalore,54:50.2,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
540,36634,Programmer Trainee,Bangalore,54:50.4,F,2016,1,4,5,1,,1,0,0,1,,4,Enhance,Enhance
541,36641,Associate,Pune,54:47.6,M,2016,1,5,2,1,,1,1,0,1,,2,Enhance,Enhance
542,36765,Senior Associate,Chennai,54:49.7,M,2016,3,5,3,1,,0,1,0,1,,2,Enhance,Enhance
543,36937,Programmer Trainee,Bangalore,55:01.8,F,2016,3,4,4,1,,1,0,0,1,,3,Enhance,Enhance
544,37113,Associate,Pune,45:37.2,M,2016,3,3,2,0,Kolkata,0,0,0,1,,2,Enhance,Sustain
545,37213,Programmer Trainee,Bangalore,54:33.4,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
546,37304,Manager,Chennai,45:33.0,M,2016,5,1,5,0,Bangalore,1,0,0,0,Architect,3,Sustain,Enhance
547,37364,Associate,Kolkata,54:34.2,F,2016,3,5,2,1,,1,1,0,1,,3,Enhance,Enhance
548,37489,Programmer Trainee,Pune,54:48.7,M,2016,3,5,3,1,,1,1,0,1,,4,Enhance,Enhance
549,37510,Associate,Chennai,45:22.5,M,2016,4,3,3,0,Noida,0,0,0,0,Architect,3,Enhance,Sustain
550,37543,Programmer Trainee,Chennai,53:38.4,F,2016,2,5,2,1,,1,1,0,1,,3,Enhance,Enhance
551,37622,Manager,Kolkata,54:47.9,F,2016,1,4,2,1,,1,0,0,1,,3,Enhance,Enhance
552,37727,Senior Associate,Kolkata,55:02.7,M,2016,3,4,1,1,,1,0,0,1,,2,Enhance,Enhance
553,37779,Associate,Pune,54:17.6,F,2016,3,2,4,1,,0,0,0,1,,1,Enhance,Enhance
554,37979,Senior Associate,Pune,54:17.6,M,2016,3,2,4,1,,1,0,0,1,,2,Enhance,Enhance
555,38040,Senior Manager,Chennai,54:18.0,F,2016,1,4,4,1,,1,0,0,1,,2,Enhance,Enhance
556,38215,Senior Associate,Bangalore,45:23.0,M,2016,4,2,2,0,Bangalore,0,0,0,0,Developer,4,Enhance,Sustain
557,38253,Senior Manager,Pune,54:16.8,M,2016,2,1,4,1,,1,0,0,1,,1,Enhance,Enhance
558,38264,Senior Manager,Hyderabad,54:48.4,F,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
559,38297,Associate,Bangalore,55:01.9,M,2016,3,1,4,1,,0,0,0,1,,2,Enhance,Enhance
560,38300,Programmer Trainee,Chennai,55:03.8,F,2016,2,3,5,1,,1,0,0,1,,1,Enhance,Enhance
561,38354,Associate,Hyderabad,54:33.9,M,2016,2,5,4,1,,1,1,0,1,,2,Enhance,Enhance
562,38445,Associate,Bangalore,44:02.0,M,2016,3,3,2,0,Kolkata,0,0,0,1,,4,Enhance,Sustain
563,38449,Associate,Hyderabad,54:17.2,M,2016,3,5,5,1,,0,1,0,1,,2,Enhance,Enhance
564,38538,Associate,Chennai,55:01.6,F,2016,3,4,3,1,,1,0,0,1,,1,Enhance,Enhance
565,38549,Programmer Trainee,Chennai,53:39.1,M,2016,3,4,4,1,,1,0,0,1,,3,Enhance,Enhance
566,38551,Programmer,Bangalore,53:37.8,M,2016,2,1,4,1,,1,0,0,1,,4,Enhance,Enhance
567,38555,Manager,Pune,55:04.0,M,2016,3,4,4,1,,0,0,0,1,,1,Enhance,Enhance
568,38588,Senior Associate,Chennai,55:03.0,M,2016,2,4,2,1,,1,0,0,1,,4,Enhance,Enhance
569,38608,Senior Manager,Hyderabad,54:50.4,M,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
570,38630,Manager,Bangalore,55:03.1,M,2016,1,4,4,1,,1,0,0,1,,4,Enhance,Enhance
571,38685,Senior Manager,Chennai,54:33.3,F,2016,3,2,4,1,,0,0,0,1,,2,Enhance,Enhance
572,38696,Associate,Pune,54:48.6,F,2016,2,4,1,1,,0,0,0,1,,2,Enhance,Enhance
573,38716,Programmer,Pune,55:03.2,M,2016,3,4,5,1,,0,0,0,1,,4,Enhance,Enhance
574,38754,Associate,Bangalore,45:33.1,F,2016,4,2,2,0,Noida,0,0,0,0,Developer,1,Enhance,Sustain
575,38933,Senior Manager,Chennai,55:02.9,M,2016,2,4,2,1,,0,0,0,1,,1,Enhance,Enhance
576,39015,Manager,Chennai,45:36.7,F,2016,3,2,2,0,Hyderabad,0,0,0,1,,3,Enhance,Sustain
577,39089,Manager,Chennai,55:03.8,M,2016,1,4,1,1,,1,0,0,1,,3,Enhance,Enhance
578,39263,Associate,Hyderabad,54:17.4,F,2016,2,5,5,1,,0,1,0,1,,2,Enhance,Enhance
579,39398,Associate,Hyderabad,55:01.7,M,2016,2,4,4,1,,0,0,0,1,,4,Enhance,Enhance
580,39433,Manager,Pune,45:04.8,M,2016,5,3,5,0,Chennai,1,0,0,0,Consultant,3,Sustain,Enhance
581,39457,Programmer Trainee,Hyderabad,54:50.5,M,2016,2,1,4,1,,0,0,0,1,,3,Enhance,Enhance
582,39458,Senior Associate,Kolkata,55:03.1,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
583,39552,Associate,Hyderabad,54:48.7,M,2016,3,1,4,1,,0,0,0,1,,3,Enhance,Enhance
584,39581,Associate,Pune,53:38.9,M,2016,3,3,5,1,,0,0,0,1,,4,Enhance,Enhance
585,39686,Associate,Noida,55:02.7,M,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
586,39726,Programmer,Chennai,55:03.0,F,2016,1,5,3,1,,1,1,0,1,,4,Enhance,Enhance
587,39730,Manager,Kolkata,55:01.6,M,2016,2,3,4,1,,0,0,0,1,,3,Enhance,Enhance
588,39774,Programmer Trainee,Pune,55:01.6,M,2016,2,5,4,1,,0,1,0,1,,3,Enhance,Enhance
589,39871,Associate,Bangalore,53:38.8,M,2016,2,2,4,1,,0,0,0,1,,1,Enhance,Enhance
590,39978,Senior Associate,Hyderabad,53:38.9,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
591,40055,Senior Associate,Kolkata,54:48.0,M,2016,3,5,4,1,,1,1,0,1,,3,Enhance,Enhance
592,40066,Associate,Chennai,45:04.9,F,2016,5,3,3,0,Chennai,1,0,0,0,Architect,2,Sustain,Enhance
593,40071,Associate,Hyderabad,54:17.4,M,2016,3,4,5,1,,0,0,0,1,,3,Enhance,Enhance
594,40077,Manager,Hyderabad,45:01.5,M,2016,4,2,3,0,Kolkata,0,0,0,0,Consultant,4,Enhance,Sustain
595,40088,Associate,Kolkata,54:47.3,M,2016,3,4,1,1,,0,0,0,1,,1,Enhance,Enhance
596,40150,Manager,Pune,45:04.9,M,2016,3,3,2,0,Bangalore,0,0,0,1,,1,Enhance,Sustain
597,40246,Associate,Pune,54:48.4,M,2016,3,4,1,1,,0,0,0,1,,1,Enhance,Enhance
598,40312,Associate,Noida,55:04.1,M,2016,3,4,5,1,,1,0,0,1,,4,Enhance,Enhance
599,40401,Associate,Pune,53:38.5,F,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
600,40552,Associate,Chennai,54:16.7,F,2016,2,4,5,1,,0,0,0,1,,1,Enhance,Enhance
601,40707,Manager,Kolkata,54:17.0,M,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
602,40714,Associate,Noida,53:37.9,F,2016,3,3,4,1,,0,0,0,1,,3,Enhance,Enhance
603,40898,Senior Associate,Bangalore,45:33.0,M,2016,3,3,3,0,Bangalore,0,0,0,1,,3,Enhance,Sustain
604,40942,Senior Manager,Noida,45:22.6,F,2016,1,1,5,0,Hyderabad,1,0,0,1,,3,Sustain,Enhance
605,40961,Senior Associate,Hyderabad,54:50.3,M,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
606,40975,Senior Associate,Kolkata,55:03.7,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
607,41027,Senior Associate,Hyderabad,55:03.2,F,2016,3,5,3,1,,1,1,0,1,,3,Enhance,Enhance
608,41059,Associate,Hyderabad,54:33.3,M,2016,1,4,4,1,,1,0,0,1,,3,Enhance,Enhance
609,41110,Manager,Hyderabad,45:22.4,M,2016,1,3,3,0,Hyderabad,1,0,0,1,,2,Sustain,Sustain
610,41165,Senior Associate,Kolkata,54:33.8,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
611,41361,Senior Manager,Pune,54:17.1,M,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
612,41414,Senior Associate,Chennai,54:50.2,M,2016,3,3,5,1,,0,0,0,1,,1,Enhance,Enhance
613,41585,Associate,Kolkata,45:22.7,F,2016,4,3,2,0,Kolkata,0,0,0,0,Developer,3,Enhance,Sustain
614,41785,Senior Associate,Pune,54:48.7,F,2016,2,5,4,1,,0,1,0,1,,2,Enhance,Enhance
615,41856,Programmer Trainee,Pune,53:38.7,F,2016,3,4,5,1,,0,0,0,1,,2,Enhance,Enhance
616,41889,Associate,Hyderabad,45:36.8,F,2016,5,3,2,0,Hyderabad,1,0,0,0,Analyst,3,Sustain,Enhance
617,41894,Programmer Trainee,Chennai,55:04.2,M,2016,3,5,5,1,,0,1,0,1,,2,Enhance,Enhance
618,41960,Associate,Pune,54:47.8,F,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
619,41975,Senior Associate,Kolkata,53:37.8,M,2016,3,5,4,1,,1,1,0,1,,2,Enhance,Enhance
620,42195,Associate,Bangalore,54:17.8,F,2016,1,4,4,1,,1,0,0,1,,1,Enhance,Enhance
621,42221,Associate,Chennai,53:38.0,F,2016,2,4,1,1,,1,0,0,1,,2,Enhance,Enhance
622,42224,Senior Associate,Hyderabad,54:49.5,F,2016,1,4,4,1,,1,0,0,1,,4,Enhance,Enhance
623,42295,Manager,Noida,54:16.9,M,2016,3,3,5,1,,0,0,0,1,,1,Enhance,Enhance
624,42369,Senior Associate,Hyderabad,54:17.3,F,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
625,42471,Associate,Bangalore,54:48.4,F,2016,3,4,5,1,,0,0,0,1,,4,Enhance,Enhance
626,42479,Associate,Chennai,55:02.4,M,2016,3,5,2,1,,1,1,0,1,,4,Enhance,Enhance
627,42584,Senior Associate,Hyderabad,55:03.1,M,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
628,42599,Senior Associate,Hyderabad,54:33.7,M,2016,3,4,2,1,,0,0,0,1,,3,Enhance,Enhance
629,42629,Senior Associate,Noida,54:47.7,M,2016,3,4,2,1,,1,0,0,1,,2,Enhance,Enhance
630,42631,Manager,Pune,54:18.0,M,2016,1,5,4,1,,1,1,0,1,,3,Enhance,Enhance
631,42661,Senior Manager,Pune,54:50.5,M,2016,2,4,4,1,,0,0,0,1,,3,Enhance,Enhance
632,42662,Senior Associate,Bangalore,55:02.8,M,2016,3,4,5,1,,0,0,0,1,,1,Enhance,Enhance
633,42752,Programmer,Pune,54:17.8,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
634,42755,Programmer,Bangalore,55:03.7,M,2016,3,4,5,1,,0,0,0,1,,3,Enhance,Enhance
635,42786,Associate,Pune,44:53.0,M,2016,2,3,2,0,Chennai,0,0,0,1,,4,Enhance,Sustain
636,42802,Manager,Hyderabad,54:48.8,M,2016,3,5,2,1,,0,1,0,1,,3,Enhance,Enhance
637,42813,Programmer,Pune,54:33.3,M,2016,3,4,5,1,,0,0,0,1,,2,Enhance,Enhance
638,42906,Senior Associate,Hyderabad,54:34.0,M,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
639,42952,Programmer Trainee,Chennai,54:16.8,M,2016,2,3,5,1,,0,0,0,1,,2,Enhance,Enhance
640,42957,Senior Manager,Bangalore,55:02.3,M,2016,2,4,2,1,,0,0,0,1,,3,Enhance,Enhance
641,43207,Senior Associate,Hyderabad,54:49.7,M,2016,1,3,4,1,,1,0,0,1,,1,Enhance,Enhance
642,43233,Programmer Trainee,Chennai,54:49.5,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
643,43484,Senior Associate,Hyderabad,54:16.9,F,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
644,43490,Associate,Bangalore,53:38.4,M,2016,3,1,4,1,,0,0,0,1,,4,Enhance,Enhance
645,43532,Manager,Kolkata,54:49.1,F,2016,1,5,4,1,,1,1,0,1,,2,Enhance,Enhance
646,43564,Manager,Hyderabad,45:22.7,F,2016,2,3,3,0,Hyderabad,0,0,0,1,,1,Sustain,Sustain
647,43590,Senior Associate,Hyderabad,54:34.0,M,2016,3,4,1,1,,0,0,0,1,,2,Enhance,Enhance
648,43596,Senior Associate,Kolkata,54:17.6,M,2016,2,3,5,1,,0,0,0,1,,4,Enhance,Enhance
649,43651,Programmer,Chennai,54:34.1,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
650,43783,Associate,Pune,54:34.1,M,2016,2,4,5,1,,0,0,0,1,,1,Enhance,Enhance
651,43895,Programmer,Pune,45:32.9,F,2016,3,1,3,0,Chennai,0,0,0,1,,1,Enhance,Sustain
652,43900,Senior Manager,Kolkata,55:02.8,M,2016,2,4,5,1,,0,0,0,1,,1,Enhance,Enhance
653,43905,Associate,Bangalore,45:36.8,M,2016,3,1,1,0,Hyderabad,0,0,0,1,,2,Enhance,Sustain
654,43946,Manager,Pune,45:22.7,M,2016,1,3,5,0,Hyderabad,1,0,0,1,,1,Sustain,Enhance
655,43948,Senior Associate,Pune,45:22.6,F,2016,4,3,1,0,Hyderabad,0,0,0,0,Developer,2,Enhance,Sustain
656,44117,Senior Manager,Pune,53:39.0,M,2016,3,4,5,1,,0,0,0,1,,3,Enhance,Enhance
657,44145,Programmer,Pune,54:49.7,M,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
658,44418,Manager,Chennai,45:22.8,M,2016,1,5,3,0,Hyderabad,1,1,0,1,,3,Sustain,Enhance
659,44427,Programmer,Hyderabad,55:02.6,M,2016,3,3,5,1,,0,0,0,1,,3,Enhance,Enhance
660,44446,Senior Associate,Hyderabad,54:49.7,M,2016,1,5,4,1,,1,1,0,1,,1,Enhance,Enhance
661,44603,Senior Manager,Chennai,54:17.8,M,2016,1,4,3,1,,1,0,0,1,,2,Enhance,Enhance
662,44644,Programmer Trainee,Chennai,54:48.1,M,2016,2,4,3,1,,1,0,0,1,,3,Enhance,Enhance
663,44817,Associate,Hyderabad,55:02.7,F,2016,2,4,4,1,,1,0,0,1,,2,Enhance,Enhance
664,45000,Manager,Chennai,54:33.6,M,2016,2,5,4,1,,0,1,0,1,,1,Enhance,Enhance
665,45018,Senior Associate,Kolkata,54:33.6,M,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
666,45057,Associate,Chennai,55:04.1,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
667,45125,Senior Manager,Hyderabad,54:49.3,F,2016,3,4,3,1,,0,0,0,1,,1,Enhance,Enhance
668,45226,Senior Associate,Bangalore,54:48.2,F,2016,3,1,4,1,,0,0,0,1,,4,Enhance,Enhance
669,45250,Programmer,Hyderabad,55:01.9,F,2016,3,2,4,1,,0,0,0,1,,2,Enhance,Enhance
670,45268,Associate,Noida,54:17.6,M,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
671,45346,Programmer,Bangalore,54:33.6,M,2016,2,4,1,1,,0,0,0,1,,2,Enhance,Enhance
672,45393,Associate,Chennai,55:03.6,M,2016,2,4,4,1,,0,0,0,1,,1,Enhance,Enhance
673,45563,Programmer,Chennai,55:03.9,F,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
674,45635,Associate,Kolkata,45:22.5,M,2016,5,4,1,0,Pune,1,0,0,0,Analyst,3,Sustain,Enhance
675,45844,Associate,Bangalore,55:01.8,F,2016,3,5,4,1,,0,1,0,1,,2,Enhance,Enhance
676,45872,Programmer,Pune,54:17.0,F,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
677,45877,Programmer Trainee,Bangalore,54:48.0,M,2016,2,2,5,1,,0,0,0,1,,1,Enhance,Enhance
678,45937,Associate,Chennai,54:49.0,M,2016,3,4,3,1,,0,0,0,1,,3,Enhance,Enhance
679,46009,Senior Associate,Hyderabad,54:33.9,F,2016,3,4,4,1,,0,0,0,1,,3,Enhance,Enhance
680,46132,Senior Associate,Bangalore,55:02.2,F,2016,3,3,4,1,,0,0,0,1,,3,Enhance,Enhance
681,46231,Manager,Hyderabad,45:37.0,M,2016,3,3,1,0,Chennai,0,0,0,1,,2,Enhance,Sustain
682,46357,Senior Associate,Bangalore,54:34.1,M,2016,1,4,4,1,,1,0,0,1,,4,Enhance,Enhance
683,46541,Senior Associate,Bangalore,45:23.0,M,2016,3,1,3,0,Bangalore,0,0,0,1,,3,Enhance,Sustain
684,46615,Associate,Bangalore,55:02.3,F,2016,3,4,4,1,,0,0,0,1,,2,Enhance,Enhance
685,46727,Senior Associate,Chennai,44:53.0,F,2016,3,3,1,0,Chennai,0,0,0,1,,4,Enhance,Sustain
686,46753,Associate,Chennai,53:37.9,M,2016,3,4,4,1,,0,0,0,1,,4,Enhance,Enhance
687,46897,Programmer Trainee,Bangalore,54:17.4,M,2016,3,4,1,1,,0,0,0,1,,4,Enhance,Enhance
688,46901,Associate,Chennai,53:38.1,M,2016,3,4,3,1,,1,0,0,1,,1,Enhance,Enhance
689,47051,Manager,Chennai,54:16.7,F,2016,3,4,5,1,,0,0,0,1,,2,Enhance,Enhance
690,47190,Senior Manager,Hyderabad,45:22.6,M,2016,2,2,5,0,Chennai,0,0,0,1,,4,Sustain,Enhance
691,47199,Associate,Hyderabad,53:39.1,F,2016,2,5,5,1,,0,1,0,1,,4,Enhance,Enhance
692,47326,Senior Manager,Chennai,55:02.5,F,2016,3,3,5,1,,0,0,0,1,,4,Enhance,Enhance
693,47369,Senior Associate,Chennai,55:01.6,F,2016,2,3,4,1,,0,0,0,1,,1,Enhance,Enhance
694,47408,Senior Associate,Hyderabad,55:03.4,M,2016,3,2,4,1,,0,0,0,1,,2,Enhance,Enhance
695,47450,Senior Manager,Pune,45:22.7,F,2016,1,3,3,0,Pune,1,0,0,1,,4,Sustain,Sustain
696,47482,Programmer Trainee,Chennai,44:46.6,M,2016,4,3,2,0,Pune,0,0,0,0,Analyst,4,Enhance,Sustain
697,47754,Programmer,Hyderabad,54:33.4,M,2016,1,5,3,1,,1,1,0,1,,1,Enhance,Enhance
698,48138,Senior Associate,Hyderabad,54:48.4,F,2016,1,4,2,1,,1,0,0,1,,1,Enhance,Enhance
699,48181,Senior Manager,Bangalore,54:50.4,M,2016,3,5,2,1,,0,1,0,1,,3,Enhance,Enhance
700,48202,Senior Associate,Bangalore,55:01.7,F,2016,1,4,5,1,,1,0,0,1,,1,Enhance,Enhance
701,48272,Programmer Trainee,Hyderabad,55:01.6,F,2016,1,3,4,1,,1,0,0,1,,2,Enhance,Enhance
702,48314,Associate,Chennai,45:04.9,M,2016,3,3,3,0,Pune,0,0,0,1,,3,Enhance,Sustain
703,48322,Programmer,Hyderabad,54:34.0,M,2016,3,3,4,1,,0,0,0,1,,1,Enhance,Enhance
704,48329,Manager,Pune,45:22.6,M,2016,5,2,2,0,Pune,1,0,0,0,Architect,3,Sustain,Sustain
705,48370,Manager,Hyderabad,55:01.7,M,2016,1,4,3,1,,1,0,0,1,,3,Enhance,Enhance
706,48491,Associate,Bangalore,45:36.9,F,2016,5,1,4,0,Kolkata,1,0,0,0,Architect,2,Sustain,Enhance
707,48636,Senior Associate,Noida,55:02.0,M,2016,3,3,4,1,,0,0,0,1,,2,Enhance,Enhance
708,48661,Senior Manager,Chennai,54:49.7,M,2016,2,5,2,1,,0,1,0,1,,2,Enhance,Enhance
709,48767,Associate,Hyderabad,55:02.2,F,2016,3,4,2,1,,0,0,0,1,,4,Enhance,Enhance
710,48954,Manager,Hyderabad,55:02.2,F,2016,2,5,3,1,,0,1,0,1,,4,Enhance,Enhance
